"PokedexID","Title","CaptureRate","GrowthRate","HeightInches","WeightLbs","Types","Region","RegionID","Color","EnglishName","JapaneseName","FrenchName","Type1","Type2","SpeciesID"
"454","Toxicroak","75","medium","51.18","97.89","4;2","59","4","Blue","Toxicroak","ドクロッグ","Coatox","Poison","Fighting","454"
"455","Carnivine","200","slow","55.12","59.52","12","59","4","Green","Carnivine","マスキッパ","Vortente","Grass","","455"
"456","Finneon","190","slow-then-very-fast","15.75","15.43","11","59","4","Blue","Finneon","ケイコウオ","Écayon","Water","","456"
"457","Lumineon","75","slow-then-very-fast","47.24","52.91","11","59","4","Blue","Lumineon","ネオラント","Luminéon","Water","","457"
"458","Mantyke","25","slow","39.37","143.3","11;3","59","4","Blue","Mantyke","タマンタ","Babimanta","Water","Flying","458"
"459","Snover","120","slow","39.37","111.33","12;15","59","4","White","Snover","ユキカブリ","Blizzi","Grass","Ice","459"
"460","Abomasnow","60","slow","86.61","298.73","12;15","59","4","White","Abomasnow","ユキノオー","Blizzaroi","Grass","Ice","460"
"461","Weavile","45","medium-slow","43.31","74.96","17;15","59","4","Black","Weavile","マニューラ","Dimoret","Dark","Ice","461"
"462","Magnezone","30","medium","47.24","396.83","13;9","59","4","Gray","Magnezone","ジバコイル","Magnézone","Electric","Steel","462"
"463","Lickilicky","30","medium","66.93","308.65","1","59","4","Pink","Lickilicky","ベロベルト","Coudlangue","Normal","","463"
"464","Rhyperior","30","slow","94.49","623.47","5;6","59","4","Gray","Rhyperior","ドサイドン","Rhinastoc","Ground","Rock","464"
"465","Tangrowth","30","medium","78.74","283.51","12","59","4","Blue","Tangrowth","モジャンボ","Bouldeneu","Grass","","465"
"466","Electivire","30","medium","70.87","305.56","13","59","4","Yellow","Electivire","エレキブル","Élekable","Electric","","466"
"467","Magmortar","30","medium","62.99","149.91","10","59","4","Red","Magmortar","ブーバーン","Maganon","Fire","","467"
"468","Togekiss","30","fast","59.06","83.78","18;3","59","4","White","Togekiss","トゲキッス","Togekiss","Fairy","Flying","468"
"469","Yanmega","30","medium","74.8","113.54","7;3","59","4","Green","Yanmega","メガヤンマ","Yanmega","Bug","Flying","469"
"470","Leafeon","45","medium","39.37","56.22","12","59","4","Green","Leafeon","リーフィア","Phyllali","Grass","","470"
"471","Glaceon","45","medium","31.5","57.1","15","59","4","Blue","Glaceon","グレイシア","Givrali","Ice","","471"
"472","Gliscor","30","medium-slow","78.74","93.7","5;3","59","4","Purple","Gliscor","グライオン","Scorvol","Ground","Flying","472"
"473","Mamoswine","50","slow","98.43","641.54","15;5","59","4","Brown","Mamoswine","マンムー","Mammochon","Ice","Ground","473"
"474","Porygon-z","30","medium","35.43","74.96","1","59","4","Red","Porygon-Z","ポリゴンＺ","Porygon-Z","Normal","","474"
"475","Gallade","45","slow","62.99","114.64","14;2","59","4","White","Gallade","エルレイド","Gallame","Psychic","Fighting","475"
"476","Probopass","60","medium","55.12","749.57","6;9","59","4","Gray","Probopass","ダイノーズ","Tarinorme","Rock","Steel","476"
"477","Dusknoir","45","fast","86.61","235.01","8","59","4","Black","Dusknoir","ヨノワール","Noctunoir","Ghost","","477"
"478","Froslass","75","medium","51.18","58.64","15;8","59","4","White","Froslass","ユキメノコ","Momartik","Ice","Ghost","478"
"479","Rotom","45","medium","11.81","0.66","13;8","59","4","Red","Rotom","ロトム","Motisma","Electric","Ghost","479"
"480","Uxie","3","slow","11.81","0.66","14","59","4","Yellow","Uxie","ユクシー","Créhelf","Psychic","","480"
"481","Mesprit","3","slow","11.81","0.66","14","59","4","Pink","Mesprit","エムリット","Créfollet","Psychic","","481"
"482","Azelf","3","slow","11.81","0.66","14","59","4","Blue","Azelf","アグノム","Créfadet","Psychic","","482"
"483","Dialga","3","slow","212.6","1505.76","9;16","59","4","White","Dialga","ディアルガ","Dialga","Steel","Dragon","483"
"484","Palkia","3","slow","165.35","740.75","11;16","59","4","Purple","Palkia","パルキア","Palkia","Water","Dragon","484"
"485","Heatran","3","slow","66.93","947.99","10;9","59","4","Brown","Heatran","ヒードラン","Heatran","Fire","Steel","485"
"486","Regigigas","3","slow","145.67","925.94","1","59","4","White","Regigigas","レジギガス","Regigigas","Normal","","486"
"487","Giratina-altered","3","slow","177.17","1653.46","8;16","59","4","Black","Giratina","ギラティナ","Giratina","Ghost","Dragon","487"
"488","Cresselia","3","slow","59.06","188.72","14","59","4","Yellow","Cresselia","クレセリア","Cresselia","Psychic","","488"
"489","Phione","30","slow","15.75","6.83","11","59","4","Blue","Phione","フィオネ","Phione","Water","","489"
"490","Manaphy","3","slow","11.81","3.09","11","59","4","Blue","Manaphy","マナフィ","Manaphy","Water","","490"
"491","Darkrai","3","slow","59.06","111.33","17","59","4","Black","Darkrai","ダークライ","Darkrai","Dark","","491"
"492","Shaymin-land","45","medium-slow","7.87","4.63","12","59","4","Green","Shaymin","シェイミ","Shaymin","Grass","","492"
"493","Arceus","3","slow","125.98","705.48","1","59","4","White","Arceus","アルセウス","Arceus","Normal","","493"
"494","Victini","3","slow","15.75","8.82","14;10","60","5","Yellow","Victini","ビクティニ","Victini","Psychic","Fire","494"
"495","Snivy","45","medium-slow","23.62","17.86","12","60","5","Green","Snivy","ツタージャ","Vipélierre","Grass","","495"
"496","Servine","45","medium-slow","31.5","35.27","12","60","5","Green","Servine","ジャノビー","Lianaja","Grass","","496"
"497","Serperior","45","medium-slow","129.92","138.89","12","60","5","Green","Serperior","ジャローダ","Majaspic","Grass","","497"
"498","Tepig","45","medium-slow","19.69","21.83","10","60","5","Red","Tepig","ポカブ","Gruikui","Fire","","498"
"499","Pignite","45","medium-slow","39.37","122.36","10;2","60","5","Red","Pignite","チャオブー","Grotichon","Fire","Fighting","499"
"500","Emboar","45","medium-slow","62.99","330.69","10;2","60","5","Red","Emboar","エンブオー","Roitiflam","Fire","Fighting","500"
"501","Oshawott","45","medium-slow","19.69","13.01","11","60","5","Blue","Oshawott","ミジュマル","Moustillon","Water","","501"
"502","Dewott","45","medium-slow","31.5","54.01","11","60","5","Blue","Dewott","フタチマル","Mateloutre","Water","","502"
"503","Samurott","45","medium-slow","59.06","208.56","11","60","5","Blue","Samurott","ダイケンキ","Clamiral","Water","","503"
"504","Patrat","255","medium","19.69","25.57","1","60","5","Brown","Patrat","ミネズミ","Ratentif","Normal","","504"
"505","Watchog","255","medium","43.31","59.52","1","60","5","Brown","Watchog","ミルホッグ","Miradar","Normal","","505"
"506","Lillipup","255","medium-slow","15.75","9.04","1","60","5","Brown","Lillipup","ヨーテリー","Ponchiot","Normal","","506"
"507","Herdier","120","medium-slow","35.43","32.41","1","60","5","Gray","Herdier","ハーデリア","Ponchien","Normal","","507"
"508","Stoutland","45","medium-slow","47.24","134.48","1","60","5","Gray","Stoutland","ムーランド","Mastouffe","Normal","","508"
"509","Purrloin","255","medium","15.75","22.27","17","60","5","Purple","Purrloin","チョロネコ","Chacripan","Dark","","509"
"510","Liepard","90","medium","43.31","82.67","17","60","5","Purple","Liepard","レパルダス","Léopardus","Dark","","510"
"511","Pansage","190","medium","23.62","23.15","12","60","5","Green","Pansage","ヤナップ","Feuillajou","Grass","","511"
"512","Simisage","75","medium","43.31","67.24","12","60","5","Green","Simisage","ヤナッキー","Feuiloutan","Grass","","512"
"513","Pansear","190","medium","23.62","24.25","10","60","5","Red","Pansear","バオップ","Flamajou","Fire","","513"
"514","Simisear","75","medium","39.37","61.73","10","60","5","Red","Simisear","バオッキー","Flamoutan","Fire","","514"
"515","Panpour","190","medium","23.62","29.76","11","60","5","Blue","Panpour","ヒヤップ","Flotajou","Water","","515"
"516","Simipour","75","medium","39.37","63.93","11","60","5","Blue","Simipour","ヒヤッキー","Flotoutan","Water","","516"
"517","Munna","190","fast","23.62","51.37","14","60","5","Pink","Munna","ムンナ","Munna","Psychic","","517"
"518","Musharna","75","fast","43.31","133.38","14","60","5","Pink","Musharna","ムシャーナ","Mushana","Psychic","","518"
"519","Pidove","255","medium-slow","11.81","4.63","1;3","60","5","Gray","Pidove","マメパト","Poichigeon","Normal","Flying","519"
"520","Tranquill","120","medium-slow","23.62","33.07","1;3","60","5","Gray","Tranquill","ハトーボー","Colombeau","Normal","Flying","520"
"521","Unfezant","45","medium-slow","47.24","63.93","1;3","60","5","Gray","Unfezant","ケンホロウ","Déflaisan","Normal","Flying","521"
"522","Blitzle","190","medium","31.5","65.7","13","60","5","Black","Blitzle","シママ","Zébibron","Electric","","522"
"523","Zebstrika","75","medium","62.99","175.27","13","60","5","Black","Zebstrika","ゼブライカ","Zéblitz","Electric","","523"
"524","Roggenrola","255","medium-slow","15.75","39.68","6","60","5","Blue","Roggenrola","ダンゴロ","Nodulithe","Rock","","524"
"525","Boldore","120","medium-slow","35.43","224.87","6","60","5","Blue","Boldore","ガントル","Géolithe","Rock","","525"
"526","Gigalith","45","medium-slow","66.93","573.2","6","60","5","Blue","Gigalith","ギガイアス","Gigalithe","Rock","","526"
"527","Woobat","190","medium","15.75","4.63","14;3","60","5","Blue","Woobat","コロモリ","Chovsourir","Psychic","Flying","527"
"528","Swoobat","45","medium","35.43","23.15","14;3","60","5","Blue","Swoobat","ココロモリ","Rhinolove","Psychic","Flying","528"
"529","Drilbur","120","medium","11.81","18.74","5","60","5","Gray","Drilbur","モグリュー","Rototaupe","Ground","","529"
"530","Excadrill","60","medium","27.56","89.07","5;9","60","5","Gray","Excadrill","ドリュウズ","Minotaupe","Ground","Steel","530"
"531","Audino","255","fast","43.31","68.34","1","60","5","Pink","Audino","タブンネ","Nanméouïe","Normal","","531"
"532","Timburr","180","medium-slow","23.62","27.56","2","60","5","Gray","Timburr","ドッコラー","Charpenti","Fighting","","532"
"533","Gurdurr","90","medium-slow","47.24","88.18","2","60","5","Gray","Gurdurr","ドテッコツ","Ouvrifier","Fighting","","533"
"534","Conkeldurr","45","medium-slow","55.12","191.8","2","60","5","Brown","Conkeldurr","ローブシン","Bétochef","Fighting","","534"
"535","Tympole","255","medium-slow","19.69","9.92","11","60","5","Blue","Tympole","オタマロ","Tritonde","Water","","535"
"536","Palpitoad","120","medium-slow","31.5","37.48","11;5","60","5","Blue","Palpitoad","ガマガル","Batracné","Water","Ground","536"
"537","Seismitoad","45","medium-slow","59.06","136.69","11;5","60","5","Blue","Seismitoad","ガマゲロゲ","Crapustule","Water","Ground","537"
"538","Throh","45","medium","51.18","122.36","2","60","5","Red","Throh","ナゲキ","Judokrak","Fighting","","538"
"539","Sawk","45","medium","55.12","112.44","2","60","5","Blue","Sawk","ダゲキ","Karaclée","Fighting","","539"
"540","Sewaddle","255","medium-slow","11.81","5.51","7;12","60","5","Yellow","Sewaddle","クルミル","Larveyette","Bug","Grass","540"
"541","Swadloon","120","medium-slow","19.69","16.09","7;12","60","5","Green","Swadloon","クルマユ","Couverdure","Bug","Grass","541"
"542","Leavanny","45","medium-slow","47.24","45.19","7;12","60","5","Yellow","Leavanny","ハハコモリ","Manternel","Bug","Grass","542"
"543","Venipede","255","medium-slow","15.75","11.68","7;4","60","5","Red","Venipede","フシデ","Venipatte","Bug","Poison","543"
"544","Whirlipede","120","medium-slow","47.24","128.97","7;4","60","5","Gray","Whirlipede","ホイーガ","Scobolide","Bug","Poison","544"
"545","Scolipede","45","medium-slow","98.43","442.03","7;4","60","5","Red","Scolipede","ペンドラー","Brutapode","Bug","Poison","545"
"546","Cottonee","190","medium","11.81","1.32","12;18","60","5","Green","Cottonee","モンメン","Doudouvet","Grass","Fairy","546"
"547","Whimsicott","75","medium","27.56","14.55","12;18","60","5","Green","Whimsicott","エルフーン","Farfaduvet","Grass","Fairy","547"
"548","Petilil","190","medium","19.69","14.55","12","60","5","Green","Petilil","チュリネ","Chlorobule","Grass","","548"
"549","Lilligant","75","medium","43.31","35.94","12","60","5","Green","Lilligant","ドレディア","Fragilady","Grass","","549"
"550","Basculin-red-striped","25","medium","39.37","39.68","11","60","5","Green","Basculin","バスラオ","Bargantua","Water","","550"
"551","Sandile","180","medium-slow","27.56","33.51","5;17","60","5","Brown","Sandile","メグロコ","Mascaïman","Ground","Dark","551"
"552","Krokorok","90","medium-slow","39.37","73.63","5;17","60","5","Brown","Krokorok","ワルビル","Escroco","Ground","Dark","552"
"553","Krookodile","45","medium-slow","59.06","212.3","5;17","60","5","Red","Krookodile","ワルビアル","Crocorible","Ground","Dark","553"
"554","Darumaka","120","medium-slow","23.62","82.67","10","60","5","Red","Darumaka","ダルマッカ","Darumarond","Fire","","554"
"555","Darmanitan-standard","60","medium-slow","51.18","204.81","10","60","5","Red","Darmanitan","ヒヒダルマ","Darumacho","Fire","","555"
"556","Maractus","255","medium","39.37","61.73","12","60","5","Green","Maractus","マラカッチ","Maracachi","Grass","","556"
"557","Dwebble","190","medium","11.81","31.97","7;6","60","5","Red","Dwebble","イシズマイ","Crabicoque","Bug","Rock","557"
"558","Crustle","75","medium","55.12","440.92","7;6","60","5","Red","Crustle","イワパレス","Crabaraque","Bug","Rock","558"
"559","Scraggy","180","medium","23.62","26.01","17;2","60","5","Yellow","Scraggy","ズルッグ","Baggiguane","Dark","Fighting","559"
"560","Scrafty","90","medium","43.31","66.14","17;2","60","5","Red","Scrafty","ズルズキン","Baggaïd","Dark","Fighting","560"
"561","Sigilyph","45","medium","55.12","30.86","14;3","60","5","Black","Sigilyph","シンボラー","Cryptéro","Psychic","Flying","561"
"562","Yamask","190","medium","19.69","3.31","8","60","5","Black","Yamask","デスマス","Tutafeh","Ghost","","562"
"563","Cofagrigus","90","medium","66.93","168.65","8","60","5","Yellow","Cofagrigus","デスカーン","Tutankafer","Ghost","","563"
"564","Tirtouga","45","medium","27.56","36.38","11;6","60","5","Blue","Tirtouga","プロトーガ","Carapagos","Water","Rock","564"
"565","Carracosta","45","medium","47.24","178.57","11;6","60","5","Blue","Carracosta","アバゴーラ","Mégapagos","Water","Rock","565"
"566","Archen","45","medium","19.69","20.94","6;3","60","5","Yellow","Archen","アーケン","Arkéapti","Rock","Flying","566"
"567","Archeops","45","medium","55.12","70.55","6;3","60","5","Yellow","Archeops","アーケオス","Aéroptéryx","Rock","Flying","567"
"568","Trubbish","190","medium","23.62","68.34","4","60","5","Green","Trubbish","ヤブクロン","Miamiasme","Poison","","568"
"569","Garbodor","60","medium","74.8","236.56","4","60","5","Green","Garbodor","ダストダス","Miasmax","Poison","","569"
"570","Zorua","75","medium-slow","27.56","27.56","17","60","5","Gray","Zorua","ゾロア","Zorua","Dark","","570"
"571","Zoroark","45","medium-slow","62.99","178.79","17","60","5","Gray","Zoroark","ゾロアーク","Zoroark","Dark","","571"
"572","Minccino","255","fast","15.75","12.79","1","60","5","Gray","Minccino","チラーミィ","Chinchidou","Normal","","572"
"573","Cinccino","60","fast","19.69","16.53","1","60","5","Gray","Cinccino","チラチーノ","Pashmilla","Normal","","573"
"574","Gothita","200","medium-slow","15.75","12.79","14","60","5","Purple","Gothita","ゴチム","Scrutella","Psychic","","574"
"575","Gothorita","100","medium-slow","27.56","39.68","14","60","5","Purple","Gothorita","ゴチミル","Mesmérella","Psychic","","575"
"576","Gothitelle","50","medium-slow","59.06","97","14","60","5","Purple","Gothitelle","ゴチルゼル","Sidérella","Psychic","","576"
"577","Solosis","200","medium-slow","11.81","2.2","14","60","5","Green","Solosis","ユニラン","Nucléos","Psychic","","577"
"578","Duosion","100","medium-slow","23.62","17.64","14","60","5","Green","Duosion","ダブラン","Méios","Psychic","","578"
"579","Reuniclus","50","medium-slow","39.37","44.31","14","60","5","Green","Reuniclus","ランクルス","Symbios","Psychic","","579"
"580","Ducklett","190","medium","19.69","12.13","11;3","60","5","Blue","Ducklett","コアルヒー","Couaneton","Water","Flying","580"
"581","Swanna","45","medium","51.18","53.35","11;3","60","5","White","Swanna","スワンナ","Lakmécygne","Water","Flying","581"
"582","Vanillite","255","slow","15.75","12.57","15","60","5","White","Vanillite","バニプッチ","Sorbébé","Ice","","582"
"583","Vanillish","120","slow","43.31","90.39","15","60","5","White","Vanillish","バニリッチ","Sorboul","Ice","","583"
"584","Vanilluxe","45","slow","51.18","126.77","15","60","5","White","Vanilluxe","バイバニラ","Sorbouboul","Ice","","584"
"585","Deerling","190","medium","23.62","42.99","1;12","60","5","Pink","Deerling","シキジカ","Vivaldaim","Normal","Grass","585"
"586","Sawsbuck","75","medium","74.8","203.93","1;12","60","5","Brown","Sawsbuck","メブキジカ","Haydaim","Normal","Grass","586"
"587","Emolga","200","medium","15.75","11.02","13;3","60","5","White","Emolga","エモンガ","Emolga","Electric","Flying","587"
"588","Karrablast","200","medium","19.69","13.01","7","60","5","Blue","Karrablast","カブルモ","Carabing","Bug","","588"
"589","Escavalier","75","medium","39.37","72.75","7;9","60","5","Gray","Escavalier","シュバルゴ","Lançargot","Bug","Steel","589"
"590","Foongus","190","medium","7.87","2.2","12;4","60","5","White","Foongus","タマゲタケ","Trompignon","Grass","Poison","590"
"591","Amoonguss","75","medium","23.62","23.15","12;4","60","5","White","Amoonguss","モロバレル","Gaulet","Grass","Poison","591"
"592","Frillish-male","190","medium","47.24","72.75","11;8","60","5","White","Frillish","プルリル","Viskuse","Water","Ghost","592"
"593","Jellicent-male","60","medium","86.61","297.62","11;8","60","5","White","Jellicent","ブルンゲル","Moyade","Water","Ghost","593"
"594","Alomomola","75","fast","47.24","69.67","11","60","5","Pink","Alomomola","ママンボウ","Mamanbo","Water","","594"
"595","Joltik","190","medium","3.94","1.32","7;13","60","5","Yellow","Joltik","バチュル","Statitik","Bug","Electric","595"
"596","Galvantula","75","medium","31.5","31.53","7;13","60","5","Yellow","Galvantula","デンチュラ","Mygavolt","Bug","Electric","596"
"597","Ferroseed","255","medium","23.62","41.45","12;9","60","5","Gray","Ferroseed","テッシード","Grindur","Grass","Steel","597"
"598","Ferrothorn","90","medium","39.37","242.51","12;9","60","5","Gray","Ferrothorn","ナットレイ","Noacier","Grass","Steel","598"
"599","Klink","130","medium-slow","11.81","46.3","9","60","5","Gray","Klink","ギアル","Tic","Steel","","599"
"600","Klang","60","medium-slow","23.62","112.44","9","60","5","Gray","Klang","ギギアル","Clic","Steel","","600"
"601","Klinklang","30","medium-slow","23.62","178.57","9","60","5","Gray","Klinklang","ギギギアル","Cliticlic","Steel","","601"
"602","Tynamo","190","slow","7.87","0.66","13","60","5","White","Tynamo","シビシラス","Anchwatt","Electric","","602"
"603","Eelektrik","60","slow","47.24","48.5","13","60","5","Blue","Eelektrik","シビビール","Lampéroie","Electric","","603"
"604","Eelektross","30","slow","82.68","177.47","13","60","5","Blue","Eelektross","シビルドン","Ohmassacre","Electric","","604"
"605","Elgyem","255","medium","19.69","19.84","14","60","5","Blue","Elgyem","リグレー","Lewsor","Psychic","","605"
"606","Beheeyem","90","medium","39.37","76.06","14","60","5","Brown","Beheeyem","オーベム","Neitram","Psychic","","606"
"607","Litwick","190","medium-slow","11.81","6.83","8;10","60","5","White","Litwick","ヒトモシ","Funécire","Ghost","Fire","607"
"608","Lampent","90","medium-slow","23.62","28.66","8;10","60","5","Black","Lampent","ランプラー","Mélancolux","Ghost","Fire","608"
"609","Chandelure","45","medium-slow","39.37","75.62","8;10","60","5","Black","Chandelure","シャンデラ","Lugulabre","Ghost","Fire","609"
"610","Axew","75","slow","23.62","39.68","16","60","5","Green","Axew","キバゴ","Coupenotte","Dragon","","610"
"611","Fraxure","60","slow","39.37","79.37","16","60","5","Green","Fraxure","オノンド","Incisache","Dragon","","611"
"612","Haxorus","45","slow","70.87","232.59","16","60","5","Yellow","Haxorus","オノノクス","Tranchodon","Dragon","","612"
"613","Cubchoo","120","medium","19.69","18.74","15","60","5","White","Cubchoo","クマシュン","Polarhume","Ice","","613"
"614","Beartic","60","medium","102.36","573.2","15","60","5","White","Beartic","ツンベアー","Polagriffe","Ice","","614"
"615","Cryogonal","25","medium","43.31","326.28","15","60","5","Blue","Cryogonal","フリージオ","Hexagel","Ice","","615"
"616","Shelmet","200","medium","15.75","16.98","7","60","5","Red","Shelmet","チョボマキ","Escargaume","Bug","","616"
"617","Accelgor","75","medium","31.5","55.78","7","60","5","Red","Accelgor","アギルダー","Limaspeed","Bug","","617"
"618","Stunfisk","75","medium","27.56","24.25","5;13","60","5","Brown","Stunfisk","マッギョ","Limonde","Ground","Electric","618"
"619","Mienfoo","180","medium-slow","35.43","44.09","2","60","5","Yellow","Mienfoo","コジョフー","Kungfouine","Fighting","","619"
"620","Mienshao","45","medium-slow","55.12","78.26","2","60","5","Purple","Mienshao","コジョンド","Shaofouine","Fighting","","620"
"621","Druddigon","45","medium","62.99","306.44","16","60","5","Red","Druddigon","クリムガン","Drakkarmin","Dragon","","621"
"622","Golett","190","medium","39.37","202.82","5;8","60","5","Green","Golett","ゴビット","Gringolem","Ground","Ghost","622"
"623","Golurk","90","medium","110.24","727.52","5;8","60","5","Green","Golurk","ゴルーグ","Golemastoc","Ground","Ghost","623"
"624","Pawniard","120","medium","19.69","22.49","17;9","60","5","Red","Pawniard","コマタナ","Scalpion","Dark","Steel","624"
"625","Bisharp","45","medium","62.99","154.32","17;9","60","5","Red","Bisharp","キリキザン","Scalproie","Dark","Steel","625"
"626","Bouffalant","45","medium","62.99","208.56","1","60","5","Brown","Bouffalant","バッフロン","Frison","Normal","","626"
"627","Rufflet","190","slow","19.69","23.15","1;3","60","5","White","Rufflet","ワシボン","Furaiglon","Normal","Flying","627"
"628","Braviary","60","slow","59.06","90.39","1;3","60","5","Red","Braviary","ウォーグル","Gueriaigle","Normal","Flying","628"
"629","Vullaby","190","slow","19.69","19.84","17;3","60","5","Brown","Vullaby","バルチャイ","Vostourno","Dark","Flying","629"
"630","Mandibuzz","60","slow","47.24","87.08","17;3","60","5","Brown","Mandibuzz","バルジーナ","Vaututrice","Dark","Flying","630"
"631","Heatmor","90","medium","55.12","127.87","10","60","5","Red","Heatmor","クイタラン","Aflamanoir","Fire","","631"
"632","Durant","90","medium","11.81","72.75","7;9","60","5","Gray","Durant","アイアント","Fermite","Bug","Steel","632"
"633","Deino","45","slow","31.5","38.14","17;16","60","5","Blue","Deino","モノズ","Solochi","Dark","Dragon","633"
"634","Zweilous","45","slow","55.12","110.23","17;16","60","5","Blue","Zweilous","ジヘッド","Diamat","Dark","Dragon","634"
"635","Hydreigon","45","slow","70.87","352.74","17;16","60","5","Blue","Hydreigon","サザンドラ","Trioxhydre","Dark","Dragon","635"
"636","Larvesta","45","slow","43.31","63.49","7;10","60","5","White","Larvesta","メラルバ","Pyronille","Bug","Fire","636"
"637","Volcarona","15","slow","62.99","101.41","7;10","60","5","White","Volcarona","ウルガモス","Pyrax","Bug","Fire","637"
"638","Cobalion","3","slow","82.68","551.16","9;2","60","5","Blue","Cobalion","コバルオン","Cobaltium","Steel","Fighting","638"
"639","Terrakion","3","slow","74.8","573.2","6;2","60","5","Gray","Terrakion","テラキオン","Terrakium","Rock","Fighting","639"
"640","Virizion","3","slow","78.74","440.92","12;2","60","5","Green","Virizion","ビリジオン","Viridium","Grass","Fighting","640"
"641","Tornadus-incarnate","3","slow","59.06","138.89","3","60","5","Green","Tornadus","トルネロス","Boréas","Flying","","641"
"642","Thundurus-incarnate","3","slow","59.06","134.48","13;3","60","5","Blue","Thundurus","ボルトロス","Fulguris","Electric","Flying","642"
"643","Reshiram","3","slow","125.98","727.52","16;10","60","5","White","Reshiram","レシラム","Reshiram","Dragon","Fire","643"
"644","Zekrom","3","slow","114.17","760.59","16;13","60","5","Black","Zekrom","ゼクロム","Zekrom","Dragon","Electric","644"
"645","Landorus-incarnate","3","slow","59.06","149.91","5;3","60","5","Brown","Landorus","ランドロス","Démétéros","Ground","Flying","645"
"646","Kyurem","3","slow","118.11","716.5","16;15","60","5","Gray","Kyurem","キュレム","Kyurem","Dragon","Ice","646"
"647","Keldeo-ordinary","3","slow","55.12","106.92","11;2","60","5","Yellow","Keldeo","ケルディオ","Keldeo","Water","Fighting","647"
"648","Meloetta-aria","3","slow","23.62","14.33","1;14","60","5","White","Meloetta","メロエッタ","Meloetta","Normal","Psychic","648"
"649","Genesect","3","slow","59.06","181.88","7;9","60","5","Purple","Genesect","ゲノセクト","Genesect","Bug","Steel","649"
"650","Chespin","45","medium-slow","15.75","19.84","12","61","6","Green","Chespin","ハリマロン","Marisson","Grass","","650"
"651","Quilladin","45","medium-slow","27.56","63.93","12","61","6","Green","Quilladin","ハリボーグ","Boguérisse","Grass","","651"
"652","Chesnaught","45","medium-slow","62.99","198.42","12;2","61","6","Green","Chesnaught","ブリガロン","Blindépique","Grass","Fighting","652"
"653","Fennekin","45","medium-slow","15.75","20.72","10","61","6","Red","Fennekin","フォッコ","Feunnec","Fire","","653"
"654","Braixen","45","medium-slow","39.37","31.97","10","61","6","Red","Braixen","テールナー","Roussil","Fire","","654"
"655","Delphox","45","medium-slow","59.06","85.98","10;14","61","6","Red","Delphox","マフォクシー","Goupelin","Fire","Psychic","655"
"656","Froakie","45","medium-slow","11.81","15.43","11","61","6","Blue","Froakie","ケロマツ","Grenousse","Water","","656"
"657","Frogadier","45","medium-slow","23.62","24.03","11","61","6","Blue","Frogadier","ゲコガシラ","Croâporal","Water","","657"
"658","Greninja","45","medium-slow","59.06","88.18","11;17","61","6","Blue","Greninja","ゲッコウガ","Amphinobi","Water","Dark","658"
"659","Bunnelby","255","medium","15.75","11.02","1","61","6","Brown","Bunnelby","ホルビー","Sapereau","Normal","","659"
"660","Diggersby","127","medium","39.37","93.48","1;5","61","6","Brown","Diggersby","ホルード","Excavarenne","Normal","Ground","660"
"661","Fletchling","255","medium-slow","11.81","3.75","1;3","61","6","Red","Fletchling","ヤヤコマ","Passerouge","Normal","Flying","661"
"662","Fletchinder","120","medium-slow","27.56","35.27","10;3","61","6","Red","Fletchinder","ヒノヤコマ","Braisillon","Fire","Flying","662"
"663","Talonflame","45","medium-slow","47.24","54.01","10;3","61","6","Red","Talonflame","ファイアロー","Flambusard","Fire","Flying","663"
"664","Scatterbug","255","medium","11.81","5.51","7","61","6","Black","Scatterbug","コフキムシ","Lépidonille","Bug","","664"
"665","Spewpa","120","medium","11.81","18.52","7","61","6","Black","Spewpa","コフーライ","Pérégrain","Bug","","665"
"666","Vivillon","45","medium","47.24","37.48","7;3","61","6","White","Vivillon","ビビヨン","Prismillon","Bug","Flying","666"
"667","Litleo","220","medium-slow","23.62","29.76","10;1","61","6","Brown","Litleo","シシコ","Hélionceau","Fire","Normal","667"
"668","Pyroar-male","65","medium-slow","59.06","179.68","10;1","61","6","Brown","Pyroar","カエンジシ","Némélios","Fire","Normal","668"
"669","Flabebe","225","medium","3.94","0.22","18","61","6","White","Flabébé","フラベベ","Flabébé","Fairy","","669"
"670","Floette","120","medium","7.87","1.98","18","61","6","White","Floette","フラエッテ","Floette","Fairy","","670"
"671","Florges","45","medium","43.31","22.05","18","61","6","White","Florges","フラージェス","Florges","Fairy","","671"
"672","Skiddo","200","medium","35.43","68.34","12","61","6","Brown","Skiddo","メェークル","Cabriolaine","Grass","","672"
"673","Gogoat","45","medium","66.93","200.62","12","61","6","Brown","Gogoat","ゴーゴート","Chevroum","Grass","","673"
"674","Pancham","220","medium","23.62","17.64","2","61","6","White","Pancham","ヤンチャム","Pandespiègle","Fighting","","674"
"675","Pangoro","65","medium","82.68","299.83","2;17","61","6","White","Pangoro","ゴロンダ","Pandarbare","Fighting","Dark","675"
"676","Furfrou","160","medium","47.24","61.73","1","61","6","White","Furfrou","トリミアン","Couafarel","Normal","","676"
"677","Espurr","190","medium","11.81","7.72","14","61","6","Gray","Espurr","ニャスパー","Psystigri","Psychic","","677"
"678","Meowstic-male","75","medium","23.62","18.74","14","61","6","Blue","Meowstic","ニャオニクス","Mistigrix","Psychic","","678"
"679","Honedge","180","medium","31.5","4.41","9;8","61","6","Brown","Honedge","ヒトツキ","Monorpale","Steel","Ghost","679"
